video_stem,video_path,exercise_class,quality,split,action_name_raw,comment,action_guidance,judgement_key,frame_root,frame_start,frame_end,annotator
vkpoOC_action_3__ann0,,side knee raise and abdominal muscles contract,2.000000,train,Side Knee Raise And Abdominal Muscles Contract,"The hands are not fully extended upwards, they are not placed on the hips, the movement intensity is too small, no use of the core strength, and there is no brief pause during contraction.","keep your weight on your right foot and put your right hand on your hip; put your left tiptoes on the ground, lift your left shoulder and stretch your left arm above your head, feeling the stretch in your left abdominal muscle. lift the left knee while pressing the left shoulder down and touching the left knee with the left elbow; then restore to the initial state after a pause.",vkpoOC_action_3,frames_open/vkpoOC,1501,1846,U1zT0YQOaN
vkpoOC_action_3__ann1,,side knee raise and abdominal muscles contract,3.000000,train,Side Knee Raise And Abdominal Muscles Contract,"The right hand is not placed on the hip vertically downward, and the weight distribution is not effectively shifted to the right foot. The movement is not standard enough.","keep your weight on your right foot and put your right hand on your hip; put your left tiptoes on the ground, lift your left shoulder and stretch your left arm above your head, feeling the stretch in your left abdominal muscle. lift the left knee while pressing the left shoulder down and touching the left knee with the left elbow; then restore to the initial state after a pause.",vkpoOC_action_3,frames_open/vkpoOC,1501,1846,Rz1THrHZp2
iPH0PP_action_4__ann0,,jumping jacks,1.000000,train,Jumping Jacks,Movement error,"tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",iPH0PP_action_4,frames_open/iPH0PP,2236,2461,U1zT0YQOaN
3HqdZ6_action_8__ann0,,leg lunge with knee lift,1.000000,train,Leg Lunge With Knee Lift,"The movements were not completed according to the instructional text. The speed of the movements was too fast, with moderate fluidity. There are some deficiencies in the execution of the movements, particularly during the transition from lunge to lifting the knee, where focus was not placed on stable and smooth movement. Additionally, during the lunge, the pelvis tilted to one side and was not properly aligned.","in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",3HqdZ6_action_8,frames_open/3HqdZ6,6031,6526,9ZMJLsCfMZ
3HqdZ6_action_11__ann0,,kneeling side torso twist,4.000000,train,Kneeling Side Torso Twist,The movements are completed following the instructional text. The speed of the movements is moderate and the fluency of the movements is moderate. The movements are generally standardized.,lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,3HqdZ6_action_11,frames_open/3HqdZ6,8806,9496,9ZMJLsCfMZ
3HqdZ6_action_11__ann1,,kneeling side torso twist,5.000000,train,Kneeling Side Torso Twist,"The movement is standard, natural and smooth, with a moderate speed, very good.",lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,3HqdZ6_action_11,frames_open/3HqdZ6,8806,9496,FQPS6YwfuN
3HqdZ6_action_14__ann0,,jumping jacks,3.000000,train,Jumping Jacks,"The movements were not completed according to the instructional text. The speed of the movements was moderate, and the smoothness of the movements was moderate. There were shortcomings in the execution of the movements, as the jumping was not performed by opening and closing both feet.","tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",3HqdZ6_action_14,frames_open/3HqdZ6,11086,11371,9ZMJLsCfMZ
dYRk2k_action_0__ann0,,kneeling pushing-ups,4.000000,train,Kneeling pushing-ups,The movements are performed according to the instructional text. The speed of the movements is slightly fast and the fluidity of the movements is moderate. The basic completion of the movements is good.,"cross your feet, kneel on the mat, keep your back straight, keep your body in a straight line from the side, and put your hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down until your elbows are slightly above your torso, then stretch your arms and get up to restore.",dYRk2k_action_0,frames_open/dYRk2k,46,781,9ZMJLsCfMZ
dYRk2k_action_5__ann0,,sit-ups,3.000000,train,Sit-ups,"The movements were not completed following the instructional text. The speed of the movements was moderate, and the smoothness of the movements was also moderate. The shortcomings of the movements were that the feet were not close together but crossed, and the slight opening of the thighs was not executed. It seems that the core muscles did not engage well in this exercise.","lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",dYRk2k_action_5,frames_open/dYRk2k,5386,6571,9ZMJLsCfMZ
dYRk2k_action_5__ann1,,sit-ups,4.000000,train,Sit-ups,"The movement almost completely matches the instructional text, but the tester's feet are not placed together, they are crossed.","lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",dYRk2k_action_5,frames_open/dYRk2k,5386,6571,Rz1THrHZp2
dYRk2k_action_12__ann0,,sit-ups,3.000000,train,Sit-ups,"The movements are not completed according to the instructional text. The speed of the movements is appropriate, and the smoothness is moderate. However, there are some shortcomings in the movements, such as the feet not being crossed tightly together and the legs not slightly apart.","lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",dYRk2k_action_12,frames_open/dYRk2k,10726,11911,9ZMJLsCfMZ
dYRk2k_action_12__ann1,,sit-ups,3.000000,train,Sit-ups,"The legs are spread too wide, there is no need to cross the feet.","lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",dYRk2k_action_12,frames_open/dYRk2k,10726,11911,Ue52RvEJgw
J6afU1_action_2__ann0,,kneeling side torso twist,3.000000,train,Kneeling Side Torso Twist,"The movements were mainly performed according to the instructional text. The speed of the movements was a bit slow and not very smooth. If the movements can be executed more smoothly, a higher score can be achieved.",lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,J6afU1_action_2,frames_open/J6afU1,1741,2611,9ZMJLsCfMZ
